id;efficiency_net;efficiency_gross;comment;date;url;source_type
BNA1170a;;;;;;
BNA1170b;;;;;;
BNA1171;;;;;;
BNA1174;;;;;;
BNA1175;;;;;;
BNA1176a;;;;;;
BNA1176b;;;;;;
BNA1177;;;;;;
BNA1178;;;;;;
BNA1179;;;;;;
BNA1180;;;;;;
BNA1181;;;;11.11.2015;;
BNA1182;;;;11.11.2015;;
BNA1183;;;;;;
BNA1184;;;;17.11.2015;;
BNA1185;;;;;;
BNA1186a;;;;;;
BNA1186b;;;;;;
BNA1186c;;;;;;
BNA1186d;;;;;;
BNA1186e;;0.84;Brutto: KWK Wirkungsgrad;20.11.2015;http://www.stadtwerke-erkrath.de/unternehmen/anlagen.html;
BNA1187;;;;;;
BNA1188;;;;;;
BNA1189;;;;;;
BNA1190;;;;;;
BNA1191;;;;;;
BNA1192;;;;;;
BNA1193;;;;;;
BNA1194;;;;;;
BNA1195;;;;;;
BNA1196a;;;;;;
BNA1196b;;;;;;
BNA1197;;;;17.11.2015;;
BNA1198;;;;;;
BNA1199;;;;;;
BNA1200;;;;;;
BNA1202;;;;;;
BNA1209;;;;;;
BNA1210;;;;;;
BNA1211;;;;;;
BNA1212;;;;;;
BNA1213;;;;;;
BNA1214;;;;;;
BNA1216;;;;;;
BNA1217;;;;17.11.2015;;
BNA1218;;;;;;
BNA1219;;;;17.11.2015;;
BNA1220;;;;;;
BNA1221;;;;17.11.2015;;
BNA1222;;;;;;
BNA1223;;;;;;
BNA1224;;;;;;
BNA1225;;;;;;
BNA1226;;;;;;
BNA1227;;;;;;
BNA1228;;;;;;
BNA1229;;;;;;
BNA1230;;;;;;
BNA1231;;;;;;
BNA1232;;;;;;
BNA1233;;;;;;
BNA1234;;;;;;
BNA1235;0.53;;nur der Gesamtwirkungsgrad angegeben;17.11.2015;http://www.rheinenergie.com/media/portale/downloads_4/rheinenergie_1/broschueren_1/Vereinfachte_Umwelterklaerung_der_Standorte_Koeln-Merkenich_und_Koeln-Niehl_2011.pdf;
BNA1236;;;;17.11.2015;;
BNA1237;;;;;;
BNA1238;;;;;;
BNA1239;;;;;;
BNA1240;;;;;;
BNA1241;;;;;;
BNA1242;;;;;;
BNA1243;;;;;;
BNA1244;;;;;;
BNA1245;;;;;;
BNA1246;;;;;;
BNA1247;;;;;;
BNA1248a;;;;;;
BNA1248b;;;;;;
BNA1249;;;;20.11.2015;;
BNA1250;;;;;;
BNA1251;;;;;;
BNA1252;;;;17.11.2015;;
BNA1253;;;;17.11.2015;;
BNA1254;;;;;;
BNA1255;;;;;;
BNA1256;;;;;;
BNA1257;;;;03.11.2015;;
BNA1258;;;;;;
BNA1259;;;;;;
BNA1260;;;;;;
BNA1261;;;;;;
BNA1262;;;;23.11.2015;;
BNA1263;;;;;;
BNA1264;;;;;;
BNA1265;;;;;;
BNA1266;;;;;;
BNA1267;;;;;;
BNA1268;;;;;;
BNA1269;;;;;;
BNA1270;;;;;;
BNA1271;;;;;;
BNA1272;;;;;;
BNA1273;;;;;;
BNA1274;;;;;;
BNA1277;;;;;;
BNA1278;;;;23.11.2015;;
BNA1279;;;;;;
BNA1280;;;;;;
BNA1281;;;;;;
BNA1282;;;;;;
BNA1283;;;;;;
BNA1284;;;;;;
BNA1285;;;;;;
BNA1286;;;;;;
BNA1287;;;;;;
BNA1288;;;;;;
BNA1289;;;;17.11.2015;;
BNA1290a;;;;;;
BNA1290b;;;;;;
BNA1291;;;;;;
BNA1292a;;;;;;
BNA1292b;;;;;;
BNA1293a;;;;;;
BNA1293b;;;;;;
BNA1293c;;;;;;
BNA1293d;;;;;;
BNA1294;;;;23.11.2015;;
BNA1295;;;;23.11.2015;;
BNA1296;;;;;;
BNA1297;;;;;;
BNA1298;;;;;;
BNA1299;;;;;;
BNA1300;;;;;;
BNA1301;;;;;;
BNA1302;;;;;;
BNA1303;;;;;;
BNA1304;;;;;;
BNA1305;;;;;;
BNA1306;;;;;;
BNA1307;;;;;;
BNA1308;;;;;;
BNA1309;;;;;;
BNA1310;;;;;;
BNA1311;;;;;;
BNA1312;;;;;;
BNA1313;;;;;;
BNA1314;;;;;;
BNA1315;;;;;;
BNA1316;;;;;;
BNA1317;;;;;;
BNA1318;;;;17.11.2015;;
BNA1319;;;;;;
BNA1320;;;;;;
BNA1321;;;;;;
BNA1322;;;;;;
BNA1323;;;;;;
BNA1324;;;;;;
BNA1325;;;;;;
BNA1326;;;;;;
BNA1327a;;;;;;
BNA1327b;;;;;;
BNA1328;;;;;;
BNA1329;;;;;;
BNA1330;;;;11.11.2015;;
BNA1331;;;;17.11.2015;;
BNA1332;;;;;;
BNA1333a;;;;;;
BNA1333b;;;;;;
BNA1333c;;;;;;
BNA1334;;;;;;
BNA1335a;;;;;;
BNA1335b;;;;;;
BNA1335c;;;;;;
BNA1336;;;;;;
BNA1337b;;;;17.11.2015;;
BNA1337c;;;;17.11.2015;;
BNA1337d;;;;17.11.2015;;
BNA1337e;;;;17.11.2015;;
BNA1338a;;;;;;
BNA1338b;;;;;;
BNA1338c;;;;;;
BNA1339a;;;;;;
BNA1339b;;;;;;
BNA1340;;;;;;
BNA1341;;;;;;
BNA1342;;;;;;
BNA1343;;;;;;
BNA1344;;;;;;
BNA1345;;;;;;
BNA1346;;;;;;
BNA1347;;;;;;
BNA1348;;;;;;
BNA1349;;;;;;
BNA1350;;;;;;
BNA1351;;;;;;
BNA1352;;;;;;
BNA1353;;;;;;
BNA1354;;;;;;
BNA1355;;;;;;
BNA1356;;;;;;
BNA1357;;;;;;
BNA1358;;;;;;
BNA1359;;;;;;
BNA1360;;;;;;
BNA1361;;;;;;
BNA1362;;;;;;
BNA1363;;;;;;
BNA1364;;;;;;
BNA1365;;;;;;
BNA1366;;;;;;
BNA1367;;;;;;
BNA1368;;;;09.11.2015;;
BNA1369;;;;09.11.2015;;
BNA1370;;0.90;nur info inklusive Wärme;11.11.2015;http://www.energiespektrum.de/index.cfm?pid=1705&pk=60450#.VkNNPiuriHs;
BNA1371;;;;;;
BNA1372;;;;;;
BNA1373;;;;17.11.2015;;
BNA1374;;;;;;
BNA1375;;;;;;
BNA1376;;;;;;
BNA1377;;;;;;
BNA1378;;;;;;
BNA1379;;;;17.11.2015;;
BNA1380;;;;17.11.2015;;
BNA1381;;;;;;
BNA1382;;;;;;
BNA1383;;;;;;
BNA1384;;;;;;
BNA1385;;;;;;
BNA1386;;;;;;
BNA1387;;;;;;
BNA1388;;;;09.11.2015;;
BNA1389;;;;;;
BNA1390;;;;;;
BNA1391;;;;;;
BNA1392;;;;;;
BNA1393;;;;;;
BNA1394;;;;;;
BNA1395;;;;;;
BNA1396;;;;;;
BNA1397a;;;;;;
BNA1397b;;;;;;
BNA1397c;;;;;;
BNA1397d;;;;;;
BNA1397e;;;;;;
BNA1398;;;;;;
BNA1399;;;;;;
BNA1400a;;;;;;
BNA1400b;;;;;;
BNA1401a;;;;;;
BNA1401b;;;;;;
BNA1402;;;;;;
BNA1403;;;;;;
BNA1404;;;;;;
BNA1405a;;;;;;
BNA1405b;;;;;;
BNA1405c;;;;;;
BNA1406;;;;;;
BNA1407;;;;;;
BNA1408;;;;;;
BNA1409;;;;;;
BNA1410;;;;;;
BNA1411;;;;;;
BNA1412;;;;;;
BNA1413;;;;;;
BNA1414;;;;;;
BNA1415;;;;;;
BNA1416;;;;;;
BNA1417;;;;;;
BNA1418;;;;;;
BNA1419;;;;;;
BNA1420;;;;;;
BNA1421;;;;;;
BNA1422;;;;;;
BNA1423;;;;;;
BNA1424;;;;;;
BNA1425;;;;;;
BNA1426;;;;;;
BNA1427;;;;;;
BNA1428;;;;;;
BNA1429;;;;;;
BNA1430;;;;;;
BNA1431;;;;;;
BNA1432;;;;;;
BNA1433;;;;;;
BNA1434;;;;;;
BNA1435;;;;;;
BNA1436;;;;;;
BNA1437;;;;;;
BNA1438;;;;;;
BNA1439;;;;;;
BNA1441;;;;;;
BNA1442;;;;;;
BNA1443;;;;03.11.2015;;
BNA1444a;;;;;;
BNA1444b;;;;;;
BNA1444c;;;;;;
BNA1444d;;;;;;
BNA1445;;;;;;
BNA1446;;;;;;
BNA1447a;;;;;;
BNA1447b;;;;;;
BNA1448;;;;23.11.2015;;
BNA1449a;0.43;;;17.11.2015;http://www.rwe.com/web/cms/de/1859744/rwe-generation-se/standorte/deutschland/kw-neurath-boa-2-3/;
BNA1449b;0.43;;;17.11.2015;http://www.rwe.com/web/cms/de/1859744/rwe-generation-se/standorte/deutschland/kw-neurath-boa-2-3/;
BNA1450;;;;;;
BNA1451;;;;11.11.2015;;
BNA1452;0.437;;;30.10.2015;http://corporate.vattenfall.de/energie-im-fokus/energieproduktion/kohle/boxberg-block-r/;true
BNA1453;;;;;;
BNA1454;;;;;;
BNA1455;;;;;;
BNA1456;;;;09.11.2015;;
BNA1457;;;;17.11.2015;;
BNA1458;;;;09.11.2015;;
BNA1459;;;;;;
BNA1460;;;;;;
BNA1461;;;;;;
BNA1462;;;;;;
BNA1463;;;;;;
BNA1464;;;;;;
BNA1465a;;;;;;
BNA1465b;;;;;;
BNA1466;;;;;;
BNA1467;;;;;;
BNA1468;;;;;;
BNA1469;;;;;;
BNA1470;;;;;;
BNA1471;;;;;;
BNA1472;;;;;;
BNA1473;;;;;;
BNA1474;;;;;;
BNA1475;;;;;;
BNA1476;;;;;;
BNA1477;;;;;;
BNA1478;;;;;;
BNA1479;;;;;;
BNA1480;;;;;;
BNA1481;;;;;;
BNA1482;;;;;;
BNA1483;;;;;;
BNA1484;;;;;;
BNA1485;;;;;;
BNA1486;;0.85;;29.10.2015;http://www.abendblatt.de/hamburg/harburg/article121658500/Klares-Bekenntnis-zum-Wirtschaftsstandort-Stade.html;
BNA1487;;;;;;
BNA1488;;;;;;
BNA1489;;;;;;
BNA1490;;;;;;
BNA1491;;;;;;
BNA1492a;;;;17.11.2015;;
BNA1492b;;;;17.11.2015;;
BNA1493;;;;17.11.2015;;
BNA1494;;;;17.11.2015;;
BNA1495;;;;;;
BNA1496;;;;;;
BNA1497;;;;;;
BNA1498;;;;;;
BNA1499;;;;;;
BNA1500;;;;;;
BNA1501;;;;;;
BNA1502;;;;;;
BNA1503;;;;;;
BNA1504;;;;;;
BNA1505;;;;;;
BNA1506;;;;;;
BNA1507;;;;;;
BNA1508;;;;;;
BNA1509;;;;;;
BNA1510;;;;;;
BNA1511a;;;;;;
BNA1511b;;;;;;
BNA1512;;;;;;
BNA1513;;;;;;
BNA1514;;;;17.11.2015;;
BNA1515;;;;23.11.2015;;
BNA1516;0.75;;"""> 75%""";29.10.2015;http://asa-ev.eu/fileadmin/asa.medien/steckbriefe/PLZ_3/146-147_Umweltdienste_Bohn.pdf;
BNA1517a;;;;;;
BNA1517b;;;;;;
BNA1518;;;;17.11.2015;;
BNA1519;;;;;;
BNA1520;;;;;;
BNA1521;;;;;;
BNA1522;;;;;;
BNA1523a;;;;;;
BNA1523b;;;;;;
BNA1523c;;;;;;
BNA1523d;;;;;;
BNA1524;;;;;;
BNA1525;;;;;;
BNA1526;;;;;;
BNA1527;;;;;;
BNA1528;;;;;;
BNA1529a;;;;;;
BNA1529b;;;;;;
BNA1529c;;;;;;
BNA1529d;;;;;;
BNA1529e;;;;;;
BNA1529f;;;;17.11.2015;;
BNA1529g;;0.41;;11.11.2015;http://www.asue.de/sites/default/files/asue/termine_veranstaltungen/2011/fachveranstaltung2011/vortraege/07_krein.pdf;
BNA1529h;;;;;;
BNA1529i;;;;;;
BNA1529j;;;;;;
BNA1530a;;;;;;
BNA1530b;;;;17.11.2015;;
BNA1530c;;;;17.11.2015;;
BNA1530d;;;;;;
BNA1530e;;;;;;
BNA1530f;;;;;;
BNA1531;;;;;;
BNA1532;;;;;;
BNA1533;;;;17.11.2015;;
BNA1534;;;;17.11.2015;;
BNA1535;;;;17.11.2015;;
BNA1536;;;;;;
BNA1537;;0.86;Brutto: inkl. Fernwärme nach Modernisierung;23.11.2015;http://www.wz-newsline.de/lokales/krefeld/heizkraftwerk-ein-block-fuer-2000-haeuser-1.634702;
BNA1538;;;;;;
BNA1539;;;;;;
BNA1540a;;;;;;
BNA1540b;;;;;;
BNA1540c;;;;17.11.2015;;
BNA1541;0.46;;;23.11.2015;http://www.trianel.com/de/pressemeldungen/details/article//trianel-kohlekraftwerk-luenen-9.html;true
BNA1542;;0.8;Brutto: KWK Wirkungsgrad;29.10.2015;http://www.bp.com/content/dam/bp/pdf/sustainability/country-reports/Lingen_VSR_2011.pdf;
BNA1543;;;;;;
BNA1544;;;;17.11.2015;;
BNA1545;;;;17.11.2015;;
BNA1546;;;;;;
BNA1547;;;;;;
BNA1548;;;;;;
BNA1549;;;;;;
BNA1550;;;;23.11.2015;;
BNA1551;;;;;;
BNA1552;;;;;;
BNA1553;;;;;;
BNA1554;;;;;;
BNA1555;;;;;;
BNA1556;;;;;;
BNA1557;;;;;;
BNA1558;;;;17.11.2015;;
BNA1559;;;;17.11.2015;;
BNA1560;;;;17.11.2015;;
BNA1561;;;;17.11.2015;;
BNA1562;;;;;;
BNA1563;;;;;;
BNA1564;;;;17.11.2015;;
BNA1565;;;;;;
BNA1566;0.43;;S. 44;20.11.2015;http://www.umweltinnovationsprogramm.de/sites/default/files/benutzer/36/dokumente/20140830_endbericht_uip_projektnr_1785_sw_kempen.pdf;
BNA1567;;;;;;
BNA1568;;;;;;
BNA1569;;;;;;
BNA1570;;;;;;
BNA1571;;;;;;
BNA1572;;;;;;
BNA1573;;;;;;
BNA1574;;;;;;
BNA1575;;;;;;
BNA1576;;;;;;
BNA1577;;;;;;
BNA1578;;;;;;
BNA1579;;;;;;
BNA1580;;;;;;
BNA1581;;;;;;
BNA1582;;;;;;
BNA1583;0.39;;;11.11.2015;http://stefanschroeter.com/component/content/article.html?id=693:flinke-gasturbine-waermt-russisches-pipelinegas#.VkNWMCuriHs;
BNA1584;;;;;;
BNA1585;;;;;;
BNA1586;;;;;;
BNA1587;;;;;;
BNA1588;;;;;;
BNA1589;;;;;;
BNA1590;;;;;;
BNA1591;;;;;;
BNA1592;;;;;;
BNA1593;;;;;;
BNA1594;;;;;;
BNA1595;;;;09.11.2015;;
BNA1596;;;;;;
BNA1597;;;;;;
BNA1598;;;;;;
BNA1599;;;;;;
BNA1600;;;;;;
BNA1601;;;;;;
BNA1602;;;;;;
BNA1603;;;;;;
BNA1604;;;;;;
BNA1605;;;;;;
BNA1606;;;;;;
BNA1607;;;;;;
BNA1608;;;;;;
BNA1609;;;;;;
BNA1610;;;;17.11.2015;;
BNA1611;;;;23.11.2015;;
BNA1612;0.465;;;27.10.2015;http://corporate.vattenfall.de/uber-uns/geschaftsfelder/erzeugung/bauprojekte/Moorburg/Baustein_fuer_den_Klimaschutz/?_t_id=1B2M2Y8AsgTpgAmY7PhCfg%3d%3d&_t_q=wirkungsgrad&_t_tags=language%3ade%2csiteid%3a6137118f-e810-4130-802c-23139e8d9276&_t_ip=130.149.71.181&_t_hit.id=Kwd_Kestrel_Library_Epi_Types_Pages_InformationPageType/_4051c3db-ad42-4f08-bc2c-46c6072d56bf_de&_t_hit.pos=1;
BNA1613;;;;;;
BNA1614;;;;;;
BNA1615;;;;;;
BNA1616;;;;;;
BNA1617;;;;;;
BNA1618;;;;;;
BNA1619;;;;;;
BNA1620;;;;;;
BNA1621;;;;;;
BNA1622;;;;;;
BNA1623;;;;;;
BNA1624;;;;;;
BNA1625;;;;;;
BNA1626;;;;;;
BNA1627;;;;;;
BNA1628;;;;;;
BNA1629;;;;;;
BNA1630;;;;;;
BNA1631;;;;;;
BNA1632;;;;;;
BNA1633;;;;;;
BNA1634;;;;;;
BNA1635;;;;;;
BNA1636;;;;;;
BNA1637;;;;;;
BNA1638;;;;;;
BNA1639;;;;;;
BNA1640;;;;;;
BNA1641;;;;;;
BNA1642;;;;;;
BNA1643;;;;;;
BNA1644;;;;;;
BNA1645;;;;;;
BNA1646;;;;;;
BNA1647;;;;;;
BNA1648;;;;;;
BNA1649;;;;;;
BNA1650;;;;;;
BNA1651;;;;;;
BNA1652;;;;;;
BNA1653;;;;;;
BNA1654;;;;;;
BNA1655;;;;;;
BNA1656;;;;;;
BNA1657;;;;;;
BNA1658;;;;;;
BNA1659;;;;;;
BNA1660;;;;;;
BNA1661;;;;;;
BNA1662;;;;;;
BNA1663;;;;;;
BNA1664;;;;;;
BNA1665;;;;;;
BNA1666;;;;;;
BNA1667;;;;;;
BNA1668;;;;;;
BNA1669;;;;;;
BNA1670;;;;;;
BNA1671;;;;;;
